- Loading control control.mo: class peersim.reports.MemoryObserver
control.mo: max=1908932608, total=1324548096, free=508588064
control.mo: max=1908932608, total=1324548096, free=501943720
control.mo: max=1908932608, total=1324548096, free=500019152
control.mo: max=1908932608, total=1324548096, free=496170104
control.mo: max=1908932608, total=1324548096, free=494245576
control.mo: max=1908932608, total=1324548096, free=492321000
control.mo: max=1908932608, total=1324548096, free=490396496
control.mo: max=1908932608, total=1324548096, free=487276568
control.mo: max=1908932608, total=1324548096, free=487276568
control.mo: max=1908932608, total=1324548096, free=482232784
control.mo: max=1908932608, total=1324548096, free=479065088
control.mo: max=1908932608, total=1324548096, free=474752016
control.mo: max=1908932608, total=1324548096, free=472827192
control.mo: max=1908932608, total=1324548096, free=471633040
control.mo: max=1908932608, total=1324548096, free=468514232
control.mo: max=1908932608, total=1324548096, free=468514232
control.mo: max=1908932608, total=1324548096, free=466589728
control.mo: max=1908932608, total=1324548096, free=462846456
control.mo: max=1908932608, total=1324548096, free=458306216
control.mo: max=1908932608, total=1324548096, free=455186976
control.mo: max=1908932608, total=1324548096, free=453262408
control.mo: max=1908932608, total=1324548096, free=451337272
control.mo: max=1908932608, total=1324548096, free=449412744
control.mo: max=1908932608, total=1324548096, free=449412744
control.mo: max=1908932608, total=1324548096, free=447488224
control.mo: max=1908932608, total=1324548096, free=445563664
control.mo: max=1908932608, total=1324548096, free=443639088
control.mo: max=1908932608, total=1324548096, free=440519632
control.mo: max=1908932608, total=1324548096, free=440519632
control.mo: max=1908932608, total=1324548096, free=438594112
control.mo: max=1908932608, total=1324548096, free=436205760
control.mo: max=1908932608, total=1324548096, free=434281096
control.mo: max=1908932608, total=1324548096, free=434281096
control.mo: max=1908932608, total=1324548096, free=432356560
control.mo: max=1908932608, total=1324548096, free=430432056
control.mo: max=1908932608, total=1324548096, free=428507496
control.mo: max=1908932608, total=1324548096, free=425388808
control.mo: max=1908932608, total=1324548096, free=423463672
control.mo: max=1908932608, total=1324548096, free=419614240
control.mo: max=1908932608, total=1324548096, free=419614240
control.mo: max=1908932608, total=1324548096, free=413832976
control.mo: max=1908932608, total=1324548096, free=410713744
control.mo: max=1908932608, total=1324548096, free=407594552
control.mo: max=1908932608, total=1324548096, free=407594552
control.mo: max=1908932608, total=1324548096, free=402550280
control.mo: max=1908932608, total=1324548096, free=400732672
control.mo: max=1908932608, total=1324548096, free=397613936
control.mo: max=1908932608, total=1324548096, free=393871856
control.mo: max=1908932608, total=1324548096, free=390753160
control.mo: max=1908932608, total=1324548096, free=385815752
control.mo: max=1908932608, total=1324548096, free=382073128
control.mo: max=1908932608, total=1324548096, free=377135584
control.mo: max=1908932608, total=1324548096, free=375210872
control.mo: max=1908932608, total=1324548096, free=371468760
control.mo: max=1908932608, total=1324548096, free=369544264
control.mo: max=1908932608, total=1324548096, free=363877672
control.mo: max=1908932608, total=1324548096, free=361952664
control.mo: max=1908932608, total=1324548096, free=360028168
control.mo: max=1908932608, total=1324548096, free=358210584
control.mo: max=1908932608, total=1324548096, free=356040608
control.mo: max=1908932608, total=1477181440, free=666102872
control.mo: max=1908932608, total=1477181440, free=666102872
control.mo: max=1908932608, total=1477181440, free=662921312
control.mo: max=1908932608, total=1477181440, free=660686576
control.mo: max=1908932608, total=1477181440, free=659765832
control.mo: max=1908932608, total=1477181440, free=654311840
control.mo: max=1908932608, total=1477181440, free=650243432
control.mo: max=1908932608, total=1477181440, free=650243432
control.mo: max=1908932608, total=1477181440, free=649322576
control.mo: max=1908932608, total=1477181440, free=648375560
control.mo: max=1908932608, total=1477181440, free=644233800
control.mo: max=1908932608, total=1477181440, free=644233800
control.mo: max=1908932608, total=1477181440, free=644233800
control.mo: max=1908932608, total=1477181440, free=640533040
control.mo: max=1908932608, total=1477181440, free=639621800
control.mo: max=1908932608, total=1477181440, free=639621800
control.mo: max=1908932608, total=1477181440, free=637789368
control.mo: max=1908932608, total=1477181440, free=637789368
control.mo: max=1908932608, total=1477181440, free=634872672
control.mo: max=1908932608, total=1477181440, free=633925704
control.mo: max=1908932608, total=1477181440, free=632082760
control.mo: max=1908932608, total=1477181440, free=632082760
control.mo: max=1908932608, total=1477181440, free=632082760
control.mo: max=1908932608, total=1477181440, free=631170360
control.mo: max=1908932608, total=1477181440, free=631170360
control.mo: max=1908932608, total=1477181440, free=631170360
control.mo: max=1908932608, total=1477181440, free=631170360
control.mo: max=1908932608, total=1477181440, free=631170360
control.mo: max=1908932608, total=1477181440, free=630249656
control.mo: max=1908932608, total=1477181440, free=630249656
control.mo: max=1908932608, total=1477181440, free=630249656
control.mo: max=1908932608, total=1477181440, free=630249656
control.mo: max=1908932608, total=1477181440, free=630249656
control.mo: max=1908932608, total=1477181440, free=630249656
control.mo: max=1908932608, total=1477181440, free=630249656
control.mo: max=1908932608, total=1477181440, free=628253624
control.mo: max=1908932608, total=1477181440, free=628253624
control.mo: max=1908932608, total=1477181440, free=628253624
control.mo: max=1908932608, total=1477181440, free=628253624
control.mo: max=1908932608, total=1477181440, free=628253624
control.mo: max=1908932608, total=1477181440, free=628253624
control.mo: max=1908932608, total=1477181440, free=628253624
control.mo: max=1908932608, total=1477181440, free=627332888
control.mo: max=1908932608, total=1477181440, free=627332888
control.mo: max=1908932608, total=1477181440, free=627332888
control.mo: max=1908932608, total=1477181440, free=620470664
control.mo: max=1908932608, total=1477181440, free=619098224
control.mo: max=1908932608, total=1477181440, free=619098224
control.mo: max=1908932608, total=1477181440, free=619098224
control.mo: max=1908932608, total=1477181440, free=619098224
control.mo: max=1908932608, total=1477181440, free=617725784
control.mo: max=1908932608, total=1477181440, free=617725784
control.mo: max=1908932608, total=1477181440, free=617725784
control.mo: max=1908932608, total=1477181440, free=615729888
control.mo: max=1908932608, total=1477181440, free=615729888
control.mo: max=1908932608, total=1477181440, free=615729888
control.mo: max=1908932608, total=1477181440, free=615729888
control.mo: max=1908932608, total=1477181440, free=615729888
control.mo: max=1908932608, total=1477181440, free=615729888
control.mo: max=1908932608, total=1477181440, free=614809184
control.mo: max=1908932608, total=1477181440, free=614809184
control.mo: max=1908932608, total=1477181440, free=614809184
control.mo: max=1908932608, total=1477181440, free=612742264
control.mo: max=1908932608, total=1477181440, free=612742264
control.mo: max=1908932608, total=1477181440, free=612742264
control.mo: max=1908932608, total=1477181440, free=612742264
