- Loading control control.mo: class peersim.reports.MemoryObserver
control.mo: max=1908932608, total=61014016, free=48354456
control.mo: max=1908932608, total=61014016, free=47296328
control.mo: max=1908932608, total=61014016, free=46358296
control.mo: max=1908932608, total=61014016, free=44503816
control.mo: max=1908932608, total=61014016, free=42912712
control.mo: max=1908932608, total=61014016, free=40962520
control.mo: max=1908932608, total=61014016, free=38958376
control.mo: max=1908932608, total=61014016, free=37286624
control.mo: max=1908932608, total=61014016, free=34837336
control.mo: max=1908932608, total=76939264, free=62422048
control.mo: max=1908932608, total=76939264, free=61348128
control.mo: max=1908932608, total=76939264, free=59664520
control.mo: max=1908932608, total=76939264, free=57355296
control.mo: max=1908932608, total=76939264, free=55004216
control.mo: max=1908932608, total=76939264, free=53288408
control.mo: max=1908932608, total=76939264, free=51503016
control.mo: max=1908932608, total=76939264, free=49981128
control.mo: max=1908932608, total=76939264, free=47886032
control.mo: max=1908932608, total=76939264, free=46156608
control.mo: max=1908932608, total=76939264, free=43769032
control.mo: max=1908932608, total=76939264, free=42067120
control.mo: max=1908932608, total=76939264, free=40034152
control.mo: max=1908932608, total=76939264, free=38214040
control.mo: max=1908932608, total=76939264, free=36487592
control.mo: max=1908932608, total=76939264, free=34226880
control.mo: max=1908932608, total=76939264, free=62969424
control.mo: max=1908932608, total=76939264, free=62314248
control.mo: max=1908932608, total=76939264, free=60712488
control.mo: max=1908932608, total=76939264, free=58858920
control.mo: max=1908932608, total=76939264, free=56694064
control.mo: max=1908932608, total=76939264, free=54504712
control.mo: max=1908932608, total=76939264, free=53053472
control.mo: max=1908932608, total=76939264, free=51293336
control.mo: max=1908932608, total=76939264, free=49324016
control.mo: max=1908932608, total=76939264, free=47440256
control.mo: max=1908932608, total=76939264, free=44231784
control.mo: max=1908932608, total=76939264, free=42439416
control.mo: max=1908932608, total=76939264, free=39659384
control.mo: max=1908932608, total=76939264, free=36753856
control.mo: max=1908932608, total=76939264, free=34794824
control.mo: max=1908932608, total=114688000, free=99645544
control.mo: max=1908932608, total=114688000, free=98145040
control.mo: max=1908932608, total=114688000, free=96286520
control.mo: max=1908932608, total=114688000, free=95038288
control.mo: max=1908932608, total=114688000, free=93897016
control.mo: max=1908932608, total=114688000, free=91919792
control.mo: max=1908932608, total=114688000, free=90222432
control.mo: max=1908932608, total=114688000, free=87722048
control.mo: max=1908932608, total=114688000, free=85600840
control.mo: max=1908932608, total=114688000, free=82874840
control.mo: max=1908932608, total=114688000, free=80737496
control.mo: max=1908932608, total=114688000, free=77573528
control.mo: max=1908932608, total=114688000, free=75309656
control.mo: max=1908932608, total=114688000, free=72411840
control.mo: max=1908932608, total=114688000, free=69532792
control.mo: max=1908932608, total=114688000, free=67547128
control.mo: max=1908932608, total=114688000, free=63736064
control.mo: max=1908932608, total=114688000, free=61055640
control.mo: max=1908932608, total=114688000, free=57687704
control.mo: max=1908932608, total=114688000, free=55636648
control.mo: max=1908932608, total=114688000, free=52521288
control.mo: max=1908932608, total=114688000, free=50403936
control.mo: max=1908932608, total=114688000, free=47614712
control.mo: max=1908932608, total=114688000, free=44793592
control.mo: max=1908932608, total=114688000, free=41201064
control.mo: max=1908932608, total=115146752, free=99387176
control.mo: max=1908932608, total=115146752, free=97886776
control.mo: max=1908932608, total=115146752, free=95488312
control.mo: max=1908932608, total=115146752, free=93953800
control.mo: max=1908932608, total=115146752, free=91588672
control.mo: max=1908932608, total=115146752, free=89390672
control.mo: max=1908932608, total=115146752, free=86619056
control.mo: max=1908932608, total=115146752, free=84705200
control.mo: max=1908932608, total=115146752, free=82270400
control.mo: max=1908932608, total=115146752, free=79511760
control.mo: max=1908932608, total=115146752, free=75894232
control.mo: max=1908932608, total=115146752, free=72330424
control.mo: max=1908932608, total=115146752, free=67157984
control.mo: max=1908932608, total=115146752, free=64812072
control.mo: max=1908932608, total=115146752, free=61130872
control.mo: max=1908932608, total=115146752, free=57435728
control.mo: max=1908932608, total=115146752, free=54578760
control.mo: max=1908932608, total=115146752, free=51730832
control.mo: max=1908932608, total=115146752, free=48256256
control.mo: max=1908932608, total=115146752, free=44714752
control.mo: max=1908932608, total=115146752, free=40355408
control.mo: max=1908932608, total=178323456, free=161762280
control.mo: max=1908932608, total=178323456, free=158997896
control.mo: max=1908932608, total=178323456, free=155603536
control.mo: max=1908932608, total=178323456, free=152344480
control.mo: max=1908932608, total=178323456, free=148399480
control.mo: max=1908932608, total=178323456, free=146504648
control.mo: max=1908932608, total=178323456, free=143915448
control.mo: max=1908932608, total=178323456, free=140568448
control.mo: max=1908932608, total=178323456, free=138641456
control.mo: max=1908932608, total=178323456, free=135155576
control.mo: max=1908932608, total=178323456, free=132489352
control.mo: max=1908932608, total=178323456, free=129929224
control.mo: max=1908932608, total=178323456, free=126405568
control.mo: max=1908932608, total=178323456, free=122105168
control.mo: max=1908932608, total=178323456, free=119930312
control.mo: max=1908932608, total=178323456, free=117746824
control.mo: max=1908932608, total=178323456, free=115052672
control.mo: max=1908932608, total=178323456, free=112196136
control.mo: max=1908932608, total=178323456, free=109931600
control.mo: max=1908932608, total=178323456, free=107010304
control.mo: max=1908932608, total=178323456, free=104040848
control.mo: max=1908932608, total=178323456, free=102984280
control.mo: max=1908932608, total=178323456, free=100277656
control.mo: max=1908932608, total=178323456, free=98178208
control.mo: max=1908932608, total=178323456, free=95645400
control.mo: max=1908932608, total=178323456, free=91883984
control.mo: max=1908932608, total=178323456, free=89710344
control.mo: max=1908932608, total=178323456, free=85452288
