 Cycles		10000		50000		100000		200000		500000		1000000		2000000		4000000		6000000		8000000		
0			5		12		12		34		53		117		242		408		634		778		
100			6		13		13		35		56		118		245		413		636		784		
200			7		15		13		36		57		118		248		415		636		786		
300			9		16		15		24		58		119		250		415		636		790		
400			12		18		17		25		60		119		251		415		639		791		
500			13		8		19		27		62		120		251		417		640		793		
600			16		10		21		29		63		111		256		419		643		795		
700			17		13		22		32		67		113		200		421		644		798		
800			6		15		24		34		70		115		201		422		647		798		
900			7		17		13		37		72		117		202		423		648		803		
1000			9		19		14		39		74		118		205		424		651		806		
1100			12		8		16		41		75		120		207		427		654		810		
1200			14		9		18		44		77		122		208		427		656		812		
1300			15		11		20		46		79		124		211		429		657		813		
1400			17		13		22		47		81		125		213		431		659		816		
1500			6		15		24		49		83		127		216		432		660		816		
1600			6		17		25		50		85		128		217		433		661		818		
1700			8		19		27		25		87		130		220		435		662		821		
1800			9		20		29		26		89		132		222		435		664		826		
1900			10		22		31		27		90		134		226		436		668		829		
2000			11		23		33		28		91		135		228		436		671		830		
2100			12		25		35		31		93		137		228		439		672		832		
2200			13		27		36		32		55		139		229		439		676		834		
2300			14		28		38		33		56		103		230		441		677		834		
2400			17		29		40		37		57		105		231		441		680		836		
2500			18		31		13		38		59		107		232		443		681		838		
2600			19		33		13		40		61		108		234		443		683		840		
2700			21		34		15		41		62		109		236		444		688		843		
2800			22		36		17		43		65		112		239		447		578		843		
2900			24		8		19		44		67		115		239		447		581		844		
3000			26		9		21		46		68		117		241		450		582		847		
3100			28		10		22		48		69		121		241		395		583		849		
3200			30		12		24		50		72		123		242		395		585		849		
3300			31		13		26		52		74		125		242		396		589		850		
3400			5		14		28		54		76		128		242		397		592		852		
3500			6		16		31		56		77		129		244		399		595		854		
3600			8		18		32		57		78		131		245		401		596		857		
3700			9		19		35		60		80		134		247		401		599		859		
3800			14		21		38		62		81		139		250		402		602		863		
3900			16		22		40		64		82		143		252		404		605		863		
4000			18		24		14		66		83		146		255		407		607		868		
4100			24		26		15		67		85		148		256		409		610		871		
4200			26		27		17		69		86		151		199		413		613		874		
4300			28		30		18		70		88		153		200		415		614		874		
4400			30		32		19		73		89		157		202		417		619		879		
4500			33		33		21		74		92		161		203		420		623		881		
4600			6		35		23		77		93		104		205		424		626		883		
4700			8		37		25		80		95		106		207		425		627		887		
4800			10		10		27		24		96		107		210		427		630		890		
4900			12		11		30		26		98		110		212		431		632		895		
5000			15		12		32		27		99		112		215		434		635		898		
5100			18		15		35		29		101		117		218		436		638		903		
5200			21		16		37		31		103		120		220		439		640		905		
5300			24		18		40		33		105		123		222		442		643		908		
5400			27		20		43		34		106		128		225		445		648		910		
5500			30		22		44		36		108		132		228		447		650		916		
5600			33		24		48		38		53		135		230		451		652		918		
5700			36		26		51		42		54		138		233		455		655		919		
5800			38		27		54		44		56		140		237		457		656		921		
5900			42		29		56		47		57		143		240		460		658		923		
6000			44		31		59		50		59		146		245		464		662		773		
6100			49		33		61		52		61		150		247		468		664		773		
6200			53		35		63		56		63		155		250		472		666		776		
6300			56		37		66		58		64		157		254		478		669		778		
6400			58		39		70		61		66		159		260		480		669		779		
6500			59		41		15		63		66		101		263		390		669		784		
6600			62		43		16		65		69		103		265		392		669		788		
6700			5		44		18		67		72		104		267		394		670		788		
6800			6		47		20		70		74		106		271		396		670		789		
6900			8		48		22		72		76		110		272		396		670		790		
7000			10		49		24		75		78		112		197		397		671		794		
7100			12		50		27		78		79		115		198		398		671		794		
7200			15		51		29		81		82		118		201		401		671		794		
7300			17		53		31		27		84		122		202		402		672		797		
7400			18		55		33		31		87		125		204		406		672		798		
7500			21		57		37		35		89		127		209		407		673		798		
7600			24		59		40		37		90		129		211		407		675		800		
7700			27		61		45		40		91		133		216		410		675		800		
7800			30		63		48		42		93		135		218		413		675		803		
7900			33		66		51		45		94		137		221		415		675		804		
8000			35		9		55		50		95		141		224		420		677		805		
8100			38		13		57		53		97		144		226		421		677		805		
8200			42		16		60		54		99		146		230		423		677		805		
8300			46		20		63		56		102		147		234		427		677		806		
8400			50		22		67		57		105		150		239		430		678		806		
8500			53		26		71		59		107		152		240		434		678		806		
8600			56		29		15		61		110		155		241		439		678		806		
8700			60		33		18		63		111		157		244		442		678		806		
8800			61		36		21		65		53		161		247		445		678		807		
8900			7		39		24		68		54		164		250		447		679		807		
9000			10		45		28		70		56		168		253		451		679		807		
9100			14		48		30		72		58		170		255		453		680		807		
9200			16		50		32		73		61		171		257		456		682		807		
9300			18		53		36		75		62		174		260		458		682		807		
9400			21		56		37		79		66		103		263		462		682		807		
9500			21		60		41		80		69		106		267		463		683		809		
9600			22		63		43		82		71		110		270		466		683		809		
9700			27		65		46		85		74		114		273		468		683		809		
9800			29		9		49		87		76		117		197		471		684		809		
9900			31		11		53		90		79		119		202		473		684		809		
10000			35		14		55		93		82		122		204		475		684		809		
10100			40		16		57		95		86		123		206		477		684		809		
10200			43		18		60		96		89		126		209		480		685		810		
10300			47		21		63		100		92		129		212		387		685		810		
10400			50		22		65		102		94		132		215		391		685		810		
10500			51		24		68		104		97		134		217		392		686		817		
10600			53		26		70		105		100		139		219		395		686		818		
10700			57		27		71		106		103		142		223		396		686		818		
10800			60		28		74		108		106		145		229		398		689		818		
10900			63		29		76		110		108		149		232		399		689		818		
11000			65		30		78		112		111		151		235		401		689		819		
11100			69		32		82		114		112		154		238		402		689		819		
11200			74		33		84		118		53		155		241		403		689		819		
11300			77		35		88		121		55		159		244		405		689		821		
11400			81		36		91		124		56		162		246		406		571		821		
11500			83		38		96		128		58		164		249		408		571		821		
11600			86		40		98		131		60		167		254		411		571		821		
11700			92		41		102		133		64		171		256		415		571		821		
11800			95		42		106		137		65		173		260		417		571		821		
11900			101		45		108		141		67		102		264		418		571		822		
12000			103		47		111		142		69		104		266		418		571		822		
12100			108		50		114		26		72		108		270		425		571		822		
12200			110		54		117		29		74		111		274		427		571		824		
12300			113		56		120		30		76		112		276		430		572		824		
12400			117		59		121		31		78		114		277		434		577		824		
12500			119		63		125		35		79		115		280		438		579		824		
12600			121		8		127		39		80		117		284		438		579		824		
12700			123		11		128		43		82		117		284		442		581		824		
12800			6		13		132		47		87		119		287		444		584		824		
12900			10		16		15		50		89		121		194		448		585		824		
13000			13		19		19		55		93		121		197		451		588		824		
13100			16		23		21		57		95		125		199		454		590		826		
13200			20		28		23		62		97		126		202		456		592		826		
13300			24		29		29		64		99		129		204		458		595		826		
13400			27		31		35		70		102		131		207		463		597		827		
13500			31		34		37		73		104		134		209		464		598		828		
13600			32		36		41		77		108		138		211		467		600		828		
13700			34		41		45		80		110		139		213		468		602		829		
13800			38		43		47		83		113		141		215		473		604		829		
13900			41		46		50		85		116		143		217		476		604		829		
14000			45		48		50		90		121		146		222		479		606		833		
14100			49		49		53		94		123		152		226		480		608		833		
14200			51		51		55		98		125		154		230		482		611		833		
14300			54		57		57		100		128		157		235		484		613		835		
14400			59		60		59		104		129		159		238		486		615		835		
14500			63		9		60		106		55		163		242		490		615		836		
14600			66		12		62		110		59		165		245		493		619		836		
14700			69		15		65		112		61		168		249		493		620		836		
14800			70		18		66		116		63		171		250		494		622		836		
14900			72		22		68		117		66		173		252		494		624		836		
15000			76		24		70		121		68		177		255		497		625		836		
15100			78		28		73		125		70		179		260		387		627		838		
15200			80		31		76		127		72		180		263		389		629		838		
15300			83		33		78		128		75		183		267		391		630		838		
15400			84		38		82		131		77		184		269		396		634		838		
15500			87		40		85		132		80		186		272		399		637		838		
15600			90		43		90		132		83		189		274		402		640		839		
15700			92		44		94		136		86		102		276		406		644		839		
15800			93		47		96		139		89		105		278		409		645		839		
15900			96		49		99		29		90		108		281		410		646		839		
16000			99		51		103		29		93		111		282		414		649		839		
16100			101		53		105		32		95		112		285		416		651		839		
16200			105		55		107		32		97		115		286		420		653		839		
16300			109		60		110		35		100		117		287		422		655		839		
16400			111		9		113		37		102		119		287		424		657		839		
16500			113		12		116		40		105		121		193		425		659		839		
16600			116		15		119		44		107		123		193		427		664		839		
16700			6		18		121		46		109		126		195		429		665		839		
16800			6		20		124		49		111		128		196		434		667		839		
16900			10		26		126		53		114		130		197		438		670		839		
17000			14		30		129		57		116		134		198		444		674		841		
17100			16		33		131		61		120		137		200		447		677		844		
17200			18		36		15		63		122		140		200		449		679		844		
17300			20		40		17		67		125		142		202		451		681		846		
17400			22		42		18		72		127		145		203		453		682		847		
17500			24		48		21		75		54		147		204		457		684		847		
17600			28		51		25		79		61		149		205		459		687		848		
17700			30		53		26		80		63		154		206		462		689		848		
17800			31		56		29		84		68		156		207		463		691		850		
17900			34		59		30		85		71		159		207		466		693		851		
