 Cycles		10000		50000		100000		200000		500000		1000000		2000000		4000000		6000000		8000000		
18000			36		63		36		86		76		163		208		468		695		851		
18100			38		65		37		89		80		166		209		471		698		851		
18200			40		69		40		90		82		169		210		472		700		853		
18300			41		72		41		91		84		172		212		474		700		853		
18400			43		74		42		94		85		175		214		477		703		853		
18500			49		78		46		95		87		178		214		479		574		853		
18600			51		79		47		99		89		182		215		481		576		853		
18700			55		82		52		104		91		186		216		485		580		853		
18800			56		85		56		108		94		188		218		487		580		853		
18900			59		86		59		109		95		102		219		491		580		853		
19000			61		88		62		113		99		107		220		492		582		854		
19100			64		90		66		118		103		109		221		495		583		854		
19200			67		92		71		122		105		112		221		497		584		855		
19300			70		92		74		123		107		114		223		497		585		855		
19400			73		9		78		126		107		116		224		384		587		857		
19500			76		13		79		128		112		120		225		386		588		857		
19600			78		15		82		132		114		122		226		389		592		857		
19700			81		17		85		136		119		126		228		394		592		857		
19800			85		19		88		137		123		128		228		396		595		857		
19900			88		22		92		140		127		130		230		400		600		857		
20000			92		24		95		140		131		134		232		402		606		857		
